# name,# catalog-job 2015-10-28
1086,196.422,0.398189,17.103,0.22329
1089,196.62988,0.341506,17.03,0.16684
1090,196.63769,0.380135,16.907,0.14785
1091,196.60137,0.244683,18.172,0.37467
1092,196.7671,0.317392,16.774,0.17624
1093,196.83814,0.294278,18.329,0.45638
1094,196.98012,0.290291,18.797,1.65088
1116,120.38171,0.162515,19.874,0.68748
1117,120.3564,0.149398,19.641,0.57991
1118,120.48265,0.09779,19.556,0.68993
1119,120.35095,0.042244,19.887,0.54267
1120,120.55552,0.116828,19.348,0.53618
1121,120.36804,0.054276,19.517,0.58291
1122,120.47347,0.008914,19.777,0.74642
1125,119.93167,0.55029,19.02,0.79843
1126,197.8502,0.258947,17.072,0.2112
1127,197.98719,0.230935,16.689,0.21212
1131,198.14687,0.343632,17.151,0.20767
1134,198.0986,0.327307,17.474,0.29663
1135,184.31273,-1.05573,20.11,1.05111
1136,184.35807,-1.078043,19.064,0.44265
1138,184.3933868,-1.117904,18.561,0.4047
1139,184.43114,-1.22319,19.479,0.53954
1140,184.48096,-1.219197,19.595,0.44223
1141,184.50218,-1.210903,19.891,0.59683
1142,184.36906,-1.252617,19.001,0.50887
1143,184.45611,-1.1994,19.544,0.624
1144,184.45959,-1.075979,19.616,0.48425
1145,184.48813,-1.125176,19.79,0.87001
1147,184.61259,-1.06087,19.845,0.60849
1148,184.73021,-1.153732,18.804,0.35194
1149,185.94024,-1.162416,19.539,0.47098
1175,194.13994,-1.097704,16.875,0.15922
1176,194.1745,-1.182786,16.646,0.13283
1180,194.24972,-1.129058,17.131,0.22713
1181,194.27578,-1.218466,17.094,0.14206
1182,194.30813,-1.200363,18.049,0.19625
1183,194.41898,-1.156948,17.173,0.12103
1184,194.46134,-1.069461,17.164,0.19626
1188,196.89093,-1.051994,19.467,0.19083
1191,197.08853,-1.218827,15.849,0.11786
1192,197.1241,-1.17953,17.009,0.17709
1193,197.16104,-1.2196,15.91,0.113
1198,197.378,-1.092325,16.68,0.17869
1216,200.03399,-1.188895,16.35,0.11188
1219,200.16664,-1.101745,16.493,0.11513
1220,200.1843,-1.097794,15.913,0.11576
1221,200.43842,-1.157802,16.618,0.10883
1222,200.44413,-1.104067,16.661,0.10722
1224,200.56983,-1.102275,16.713,0.10367
1228,204.19707,-1.051967,19.266,0.3713
1232,204.3608,-1.087952,17.643,0.33023
1233,209.62088,-1.19323,17.106,0.13036
1234,209.75589,-1.164607,19.978,0.18853
1236,209.93944,-1.052409,17.878,0.35343
1237,209.97245,-1.176773,16.785,0.16738
1239,213.0244141,-1.056101,16.945,0.18237
1242,215.8142242,-1.067342,16.893,0.2029
1251,71.725209,-1.152905,19.317,0.57466
1266,72.052595,-0.750089,20.336,1.56047
1299,72.828151,0.538835,19.581,0.13725
1306,215.9957886,-1.075112,16.494,0.17696
1307,218.4576569,-1.076598,17.08,0.22814
1309,218.5996704,-1.086688,17.337,0.13115
1310,218.606842,-1.213083,16.592,0.18009
1314,218.6874084,-1.131198,16.918,0.24455
1315,220.0629883,-1.252351,18.621,0.33172
1321,229.22634,-1.063931,16.975,0.11933
1322,229.96121,-1.119318,16.486,0.11521
1323,229.9461,-1.093047,16.762,0.12035
1324,230.0241,-1.123871,17.229,0.11965
1326,184.4700165,-0.820822,17.818,0.23917
1329,184.55101,-0.794355,19.022,0.27814
1342,174.14536,-0.95856,19.138,2.50002
1344,238.90814,-0.591498,17.93,0.30072
1345,238.94342,-0.603815,18.202,0.33007
1350,238.46782,-0.099656,18.071,0.34087
1355,238.97746,-0.125132,16.925,0.11832
1358,238.94131,-0.168452,17.899,0.33629
1360,239.14699,-0.10323,18.435,0.30179
1361,239.46293,-0.061412,17.238,0.10447
1362,240.03646,-0.021665,16.935,0.13678
1368,239.25767,0.290349,16.165,0.11836
1371,239.65097,0.33626,16.486,0.15605
1372,239.65124,0.316082,17.525,0.37763
1375,239.72404,0.264671,17.122,0.15726
1377,239.87441,0.313262,16.921,0.11957
1378,239.88953,0.302606,16.475,0.11936
1380,165.68599,0.683723,17.189,0.12301
1382,165.73403,0.661354,15.897,0.10744
1386,239.60126,0.692338,16.531,0.10171
1387,239.63904,0.785247,16.548,0.11853
1389,239.6566,0.779197,18.295,0.38261
1393,239.15941,1.14461,16.683,0.14808
1419,192.07546,-0.794302,18.093,0.38395
1422,192.55967,-0.675815,20.316,0.16505
1425,194.07144,-0.639553,17.283,0.13503
1426,194.08567,-0.660212,17.586,0.28238
1427,194.0367,-0.657389,19.059,0.37384
1428,194.16935,-0.75252,17.114,0.14209
1432,195.86999,-0.632679,16.973,0.15786
1445,197.18966,-0.788366,15.819,0.18835
1450,197.42743,-0.822731,16.266,0.11901
1452,197.56149,-0.798675,16.736,0.11906
1453,197.57397,-0.654608,16.344,0.17771
1462,197.75727,-0.7042,18.106,0.24516
1471,198.16899,-0.774984,17.215,0.23196
1476,198.77684,-0.709408,17.193,0.20695
1477,198.77703,-0.67656,17.264,0.29167
1514,119.56419,0.432338,18.389,0.48273
1516,201.23074,-0.99629,16.558,0.1836
1517,201.17182,-0.900989,19.306,0.48987
1518,201.23174,-0.901483,18.847,0.46233
1521,203.76736,-0.995242,17.962,0.21518
1524,204.07769,-0.975967,18.031,0.33634
1525,204.07317,-0.999805,18.701,0.33709
1528,131.71865,-0.613525,18.569,0.36779
1529,131.67751,-0.546245,19.503,0.36376
1533,141.24503,-0.498409,19.868,0.2674
1535,141.59785,-0.551049,17.65,0.34183
1537,164.98249,-0.476871,18.554,0.34695
1538,165.00151,-0.609723,18.619,0.39851
1539,165.27109,-0.530899,18.034,0.38126
1543,166.07334,-0.516508,17.921,0.27768
1546,221.55396,-0.102291,19.017,0.60421
1547,221.53667,-0.084925,19.634,0.70746
1548,134.61699,0.304296,18.386,1.54405
1549,197.77441,0.555958,19.102,0.49149
1550,197.722,0.568728,19.13,0.56032
1551,212.40284,-0.15591,19.74,0.6834
1552,162.44924,-0.159636,19.487,0.47727
1553,144.20432,0.319066,19.646,0.60109
1554,213.32697,-0.351826,21.26,2.36727
1555,210.42023,-0.509228,19.575,0.57665
1556,217.59641,1.002465,19.536,0.5134
1557,164.90721,-0.165736,19.614,0.54718
1558,213.06505,-0.062681,19.231,0.80755
1559,218.63079,-1.078861,19.058,0.5264
1560,212.66887,-1.225261,19.297,0.59974
1561,212.62168,-1.232371,18.605,0.64044
1562,197.88236,0.297296,20.158,0.45598
1563,164.89004,-0.958255,19.85,0.56384
1564,221.36319,-0.143061,18.932,0.53116
1565,143.37539,-0.112545,18.47,0.42225
1566,143.36359,-0.022127,19.343,0.62318
1567,221.52118,-0.098387,19.202,0.60199
1568,196.01417,0.989295,19.363,0.53177
1569,143.36542,-0.04979,19.033,0.44568
1570,212.04758,-0.449365,19.697,0.46681
1571,143.28602,-0.142812,19.175,2.54876
1572,236.55665,0.542228,19.265,0.44412
1573,236.54788,0.615534,19.458,0.65451
1574,143.19193,-0.05049,19.851,0.5493
1575,196.49622,0.939701,19.652,0.65243
1576,236.48367,0.567091,20.317,3.16049
1577,221.64994,0.609694,18.746,0.58618
1578,194.09807,-0.918393,21.447,2.35715
1579,221.57111,-0.135513,19.671,0.52218
1580,196.07027,-0.134956,19.492,0.48982
1581,221.45813,0.51312,19.215,2.68804
1582,213.88063,0.578148,19.872,0.53043
1583,213.65813,0.506781,21.355,2.23239
1584,198.02262,-0.085425,19.453,0.45585
1585,213.56894,0.495231,19.504,0.52949
1586,211.50082,0.431324,19.506,0.69037
1587,161.98454,-0.159822,19.099,0.49125
1588,134.78272,0.282208,19.073,1.87823
1589,200.36761,0.556883,19.797,0.57123
1590,200.15609,0.517985,19.55,0.53432
1591,196.15109,-0.00722,19.207,0.50609
1592,162.05246,-0.200214,19.535,0.56718
1593,197.48597,-0.429526,18.808,0.45236
1594,143.57021,0.345828,19.134,0.77615
1595,196.22857,-0.926032,19.283,0.47462
1596,196.16208,-0.026423,21.358,2.69026
1597,196.18312,-0.903943,19.891,0.64785
1598,197.88573,0.51027,19.771,0.67541
1599,197.79836,0.589119,19.78,0.63855
1600,143.69312,0.359965,19.537,0.43602
1601,143.09448,-0.17129,19.636,0.4797
1602,197.29612,-0.846821,19.722,0.49538
1603,197.68233,0.883162,19.813,0.52766
1604,197.54937,0.426685,19.037,0.51507
1605,197.43896,-0.837729,19.649,0.56348
1606,221.18609,-0.874553,20.982,1.83241
1607,220.28686,-0.922815,19.886,0.53761
1608,172.49346,-0.104125,19.694,0.6259
1609,142.2041,-0.038183,19.26,3.75159
1610,207.73318,-0.497299,18.811,0.52141
1611,188.92331,-0.143754,20.847,2.74042
1612,232.6078,-0.099261,18.566,0.3469
1613,188.69592,-0.139056,19.643,0.48291
1614,173.54085,-0.122841,19.622,0.53452
1615,172.59142,-0.093753,20.171,0.5294
1616,172.35275,-0.143741,20.732,1.60778
1617,172.31097,-0.157821,19.492,0.65567
1618,233.08999,-0.161564,17.867,0.27586
1619,172.21383,-0.054718,19.157,0.50076
1620,172.32396,-0.075896,19.727,0.53645
1621,233.23221,-0.109783,16.353,0.15595
1622,233.21857,-0.08596,18.148,0.39719
1623,233.40038,-0.124103,19.604,0.34316
1624,172.25349,-0.035366,19.675,0.52627
1625,172.21945,-0.10133,21.127,2.3882
1626,171.91186,-0.010182,19.791,0.70712
1627,223.24437,-0.025895,19.216,0.56123
1628,172.04242,-0.182743,20.364,2.45132
1629,233.43842,-0.010134,17.483,0.26303
1630,233.44509,-0.071966,18.525,0.3742
1632,171.84361,-0.021429,21.211,2.92728
1633,154.59842,-0.091028,18.499,1.40169
1634,234.17632,-0.178243,19.753,0.69371
1635,149.68035,-0.06135,19.266,3.48765
1636,196.34726,0.505339,19.694,0.67143
1637,211.61011,-0.135682,21.233,2.22857
1638,196.2414,0.438773,19.881,0.71786
1639,210.42464,-0.916248,19.767,0.71759
1640,210.42608,-0.99318,19.519,0.62278
1641,210.47553,-0.915758,19.289,0.45849
1642,212.35974,-0.173279,19.381,0.46412
1643,213.67651,-0.003638,19.439,0.47532
1644,162.17682,-0.180881,19.177,0.54404
1645,221.59309,0.058543,19.863,0.50432
1646,196.18078,-0.162302,19.703,0.5154
1647,213.44643,0.10035,19.697,0.60333
1648,213.45908,0.014069,19.844,0.6351
1649,213.35408,0.167752,19.674,0.69451
1650,212.84678,0.046974,19.739,0.52782
1651,197.8567,1.025987,19.645,0.46002
1652,212.49453,-0.191722,19.334,0.50563
1653,200.25288,0.163405,18.765,0.53692
1654,144.0416,0.338171,19.745,0.69309
1655,162.2837,-0.02688,19.236,0.49225
1656,200.0178,0.120996,19.228,0.50255
1657,144.2645,0.371565,19.266,1.17836
1658,145.15448,0.379404,19.82,0.62261
1659,198.00168,0.045905,19.902,0.70252
1660,212.32213,-0.518741,19.776,0.58552
1661,198.02537,0.953624,19.224,0.50637
1662,145.11899,0.227386,19.444,0.63151
1663,212.11688,-0.88371,19.525,0.60571
1664,212.23646,-0.425561,19.635,0.58705
1665,197.56704,0.09289,18.967,0.49768
1672,186.34012,-0.495616,21.193,0.3177
1674,186.60791,-0.625843,19.379,0.51281
1677,193.50429,-0.567039,16.796,0.13371
1681,193.71222,-0.504402,16.838,0.17164
1683,196.64734,-0.602083,17.071,0.10558
1687,196.71586,-0.553992,16.617,0.12826
1689,196.80522,-0.600457,16.452,0.17019
1690,196.82471,-0.603066,18.054,0.30277
1694,197.03022,-0.559253,17.471,0.30275
1695,197.06952,-0.502072,16.73,0.14318
1696,145.16964,0.2574,19.751,0.79525
1697,212.16513,-0.930687,18.977,0.60673
1698,197.34187,0.189177,19.086,0.49978
1699,197.35738,0.163902,21.064,2.2782
1700,197.33575,0.01709,19.689,0.64129
1701,165.67402,-0.431386,18.803,0.40451
1702,196.21972,-0.085574,19.395,0.61093
1703,165.77791,-0.432318,17.711,0.4082
1704,196.20752,0.013674,21.032,2.56052
1705,196.17688,0.172515,19.281,0.50538
1706,161.11183,0.308138,19.499,0.5772
1707,196.11018,0.150253,19.671,0.64151
1708,195.99839,0.029445,19.494,0.49884
1709,212.92954,-0.921467,20.091,0.72487
1710,165.77577,0.068739,19.299,0.46526
1711,213.293,-0.858023,18.774,0.83545
1712,162.35719,-0.079896,18.943,0.58231
1713,217.15739,-0.892864,19.651,0.57471
1714,217.11944,-1.040911,19.353,1.38259
1715,212.61712,-0.226271,19.109,0.53168
1716,163.29106,0.367192,20.349,2.81737
1717,163.46222,0.371702,18.917,0.49616
1718,162.46409,-0.032818,19.377,0.49333
1719,213.16743,1.045935,20.263,2.17264
1720,163.4884,0.330191,21.413,2.66511
1721,212.3869,-0.393829,19.369,2.23758
1722,195.98203,-0.555518,19.618,0.44637
1723,212.57494,-0.061956,19.671,0.56834
1724,212.20705,-0.254963,18.917,0.46574
1725,163.49486,0.224191,20.949,2.17845
1726,199.02158,-0.918325,17.478,0.27669
1727,199.26872,-1.032116,17.031,0.27393
1728,199.317,-1.037369,16.807,0.21773
1729,175.60756,-1.006203,18.991,0.59005
1730,174.31825,-1.006197,18.738,0.61108
1731,174.31484,-1.032657,19.38,0.7759
1732,174.12906,-0.93424,19.435,0.67423
1733,174.11003,-0.89427,20.216,0.67256
1734,174.00282,-0.843109,19.579,0.67863
1735,173.96121,-0.91469,19.172,0.65777
1736,172.75494,-0.961428,18.993,0.51097
1737,172.41632,-0.996364,21.801,2.37077
1738,171.91506,-0.89412,19.727,0.55625
1739,171.93392,-1.025301,18.523,0.45645
1740,171.93222,-0.94921,19.31,0.52222
1741,171.82883,-0.931623,19.833,0.73795
1742,171.70848,-0.982399,19.063,0.50468
1743,171.65435,-1.005961,19.314,0.5809
1744,171.62178,-0.92242,19.524,0.6307
1745,171.61211,-1.02957,19.003,0.50501
1746,171.16967,-1.011902,19.741,0.63126
1747,171.20891,-0.963545,19.656,0.62248
1748,171.10759,-1.024492,19.683,0.55044
1749,171.03099,-0.931241,18.607,0.52628
1750,168.40788,-0.980627,19.84,0.63573
1751,168.39603,-1.045313,19.573,0.53282
1752,168.14345,-0.989874,21.495,1.18537
1753,168.05882,-0.958244,20.437,2.57332
1754,168.04925,-0.919782,19.717,0.69841
1755,167.5323,-0.839872,19.533,0.66443
1756,212.27441,-0.319443,19.312,0.46435
1757,163.37497,0.380481,19.306,0.49564
1758,213.56781,-0.487831,18.999,0.5708
1759,163.47558,0.356846,19.591,1.41405
1760,196.30668,-0.004224,19.506,0.59965
1761,211.68846,-0.215638,19.725,0.46
1762,211.64951,-0.208221,18.557,0.45751
1763,213.44098,0.888188,19.761,2.32916
1764,210.48106,-0.403887,19.635,0.67741
1765,196.07814,-0.46347,19.276,0.47671
1766,213.47567,0.957183,19.426,0.47622
1767,213.48757,0.884128,19.463,0.45987
1768,213.52008,0.878472,19.254,0.50924
1769,164.83101,-0.179543,19.766,0.62928
1770,163.55257,0.229391,19.498,0.44952
1771,197.88462,-0.308684,19.688,0.65519
1772,211.59088,-0.025595,19.717,0.45726
1773,197.33366,-0.257498,18.368,0.4179
1774,197.28385,-0.251267,18.262,0.42109
1775,196.43038,-0.408827,19.537,0.59079
1776,196.23781,-0.298808,19.5,0.70777
1777,196.30424,-0.411621,19.061,0.62483
1778,196.25019,-0.375003,19.649,0.60287
1779,163.60811,0.291131,19.816,0.60609
1780,221.31201,-0.119455,21.649,2.4378
1781,217.88076,-1.029783,19.738,0.5598
1782,217.6973,1.003316,18.607,0.49401
1783,218.01668,-0.828792,19.593,0.68996
1784,218.01282,-0.719262,19.703,0.6144
1785,217.67809,1.012436,19.047,0.49485
1786,217.80101,-0.830232,19.799,0.55775
1787,163.60943,0.251691,19.596,0.63912
1788,212.2895,-0.516621,19.691,0.42689
1789,217.86193,-0.760412,20.053,2.64861
1790,218.65201,-1.03028,18.949,0.40958
1791,213.5188,-0.683469,18.81,0.51193
1792,210.49716,-0.422312,19.679,0.52674
1793,163.70209,0.349697,19.34,0.66896
1794,213.27523,-0.653617,19.269,0.41866
1795,213.38483,-0.819319,19.177,4.21592
1796,218.61396,-0.87445,19.654,0.68292
1797,213.12491,-0.740785,19.024,0.89434
1798,217.66187,0.914693,19.206,0.47856
1799,212.38554,-0.707707,19.443,0.58458
1800,165.45583,0.233852,21.051,0.91395
1801,165.59198,0.245557,19.101,0.7057
1802,218.7266,-0.949642,19.324,0.72834
1803,217.71615,0.98674,19.743,0.6104
1804,217.65038,0.993864,19.417,0.61233
1805,217.84198,0.975781,19.21,0.48552
1806,210.45693,-0.724396,19.891,0.58052
1807,165.67465,0.38845,20.212,2.19322
1808,222.5251,-0.909819,21.442,2.21839
1809,210.32606,-0.810048,19.733,0.57526
1810,210.30667,-0.641367,19.673,0.57761
1811,210.27552,-0.730444,19.569,0.55451
1812,210.30956,-0.760297,18.59,2.51077
1813,218.64873,0.870828,19.677,0.96524
1814,219.04514,0.999544,19.117,0.98927
1815,165.79774,0.269288,19.384,0.46595
1816,197.3588,-0.689474,19.336,0.52173
1817,196.32028,-0.619881,19.634,0.50318
1818,233.23507,1.048663,18.774,0.50556
1819,164.98535,-0.123736,19.59,0.6294
1820,193.811,-0.636784,19.643,0.50281
1821,235.28532,1.052908,19.725,0.71358
1822,140.73331,-0.956526,19.625,0.52109
1823,140.79279,-0.918987,19.664,0.70305
1824,140.82365,-0.915259,19.072,0.53535
1825,197.25843,-0.503722,19.175,0.75133
1826,222.38738,-1.159263,20.345,2.4464
1827,218.77125,-1.091195,19.729,0.61125
1828,218.671,-1.092557,19.553,0.52611
1829,218.47728,-1.108083,19.581,0.70641
1830,213.42305,-1.055337,18.499,0.64178
1831,213.19719,-1.209976,19.763,1.4202
1832,143.28639,-0.484111,19.792,0.63347
1833,213.04544,-1.198295,19.501,0.57064
1834,212.9726,-1.219718,19.519,5.34369
1835,197.37423,-0.508956,19.55,0.57973
1836,212.84871,-1.237,19.473,0.59536
1837,212.88989,-1.090677,19.133,0.53545
1838,143.33323,-0.429113,18.829,0.42902
1839,212.41026,-1.090145,19.548,0.64025
1840,145.99334,-0.856256,19.863,0.47011
1841,221.40167,-0.089261,19.271,0.52309
1842,212.26267,-1.225799,19.717,0.64757
1843,212.12441,-1.242926,19.842,0.6386
1844,197.29791,-0.161526,19.86,0.52981
1845,211.6865,-0.150441,19.699,0.55589
1846,149.50104,-0.030369,19.2,0.63293
1847,223.29179,-0.014144,19.718,0.57204
1848,148.47681,-0.193536,19.477,0.53946
1850,148.29546,-0.09788,19.852,0.57036
1852,120.03716,0.339701,19.87,0.14796
1853,147.88602,-0.044586,19.705,0.63073
1854,147.86039,-0.164065,18.702,0.42197
1855,128.84425,0.385758,19.137,0.37892
1856,147.79784,-0.080792,18.233,0.41978
1857,147.51319,-0.175059,19.312,0.63156
1858,147.49131,-0.136707,19.704,0.55904
1859,147.39894,-0.18745,21.01,1.48396
1860,147.49823,-0.059954,20.393,2.40543
1861,146.93252,-0.073062,19.741,0.57669
1862,146.78923,-0.032314,19.888,0.47819
1863,129.10476,0.287073,19.027,0.2744
1864,146.8557,-0.053882,21.456,0.44824
1865,146.79042,-0.197114,21.617,1.05239
1866,146.75027,-0.067562,19.852,0.55513
1868,146.57042,-0.048478,19.015,0.43847
1869,144.35645,-0.063551,18.828,0.4256
1870,228.53012,-0.07981,20.425,0.93224
1871,144.22353,-0.149682,19.859,0.60982
1874,144.09075,-0.062601,19.877,0.59626
1875,228.67029,-0.116378,19.726,0.64797
1878,197.07088,-0.608583,17.942,0.34393
1883,198.02532,-0.511401,17.04,0.18295
1889,228.08321,-0.576736,18.327,0.31034
1891,228.31546,-0.536643,17.371,0.21772
1896,131.7788086,-0.18566,18.122,0.30961
1900,133.2936554,-0.15273,18.149,0.33117
1901,141.47694,-0.087626,17.905,0.32231
1906,228.84006,-0.088648,19.715,1.59452
1907,142.18121,-0.037183,19.722,0.45444
1908,142.03955,-0.14246,19.298,0.45655
1909,141.99871,-0.164713,19.676,0.45899
1912,141.97701,-0.158398,18.809,0.71969
1913,141.90358,-0.130021,19.448,0.49059
1915,141.66734,-0.004996,19.382,0.62024
1916,141.76702,-0.18271,19.565,0.46121
1917,141.74994,-0.090192,19.876,0.65389
1918,137.84958,-0.094651,19.764,0.55422
1919,137.84046,-0.175437,19.451,0.46742
1920,137.79488,-0.187884,21.582,2.21142
1921,131.72925,-0.072952,19.311,0.5599
1922,131.77595,-0.025115,18.506,0.40673
1923,131.74969,-0.041586,19.143,0.45556
1924,129.77132,-0.025183,20.794,2.51143
1925,129.77086,-0.112531,19.769,2.39635
1926,129.66116,-0.015177,19.855,0.5862
1927,129.23719,-0.097331,19.682,0.52941
1928,173.78376,-0.055307,20.338,2.48841
1929,128.84592,-0.035002,19.253,0.61004
1930,128.89003,-0.069805,19.195,0.57352
1931,128.92976,-0.054015,20.936,2.89537
1932,136.47131,0.384415,18.178,0.38878
1935,128.88994,-0.125891,17.964,0.47022
1936,128.68716,-0.197982,19.502,0.47415
1937,128.68636,-0.08079,19.874,0.59375
1939,128.65434,-0.036695,19.335,0.47312
1940,234.20378,-0.458617,18.83,0.70984
1941,233.99796,-0.561272,19.183,0.46266
1942,233.90199,-0.583453,19.172,0.53461
1943,233.68439,-0.566965,19.745,0.6008
1944,233.14817,-0.43218,18.622,0.40042
1945,233.06977,-0.470037,19.61,0.67525
1955,141.6271,0.394493,20.798,0.29691
1956,232.54871,-0.437506,19.965,2.47121
1957,232.38184,-0.584385,18.486,0.40487
1958,223.23269,-0.458059,19.068,0.48616
1959,223.18859,-0.499362,19.527,0.46362
1962,141.68499,0.398728,17.661,0.30042
1963,223.15274,-0.425287,19.268,0.60237
1965,223.05691,-0.431927,18.916,0.53611
1972,179.60289,-0.066713,17.338,0.25614
1973,179.62849,-0.082766,18.551,0.37199
1978,186.49167,-0.176208,19.287,0.51829
1980,186.45611,-0.158934,19.523,0.36737
1981,186.593,-0.187362,18.514,0.34604
1984,194.0709,-0.140097,17.22,0.20314
1986,195.54644,-0.087897,20.271,0.22548
1989,196.60053,-0.126973,18.167,0.31696
1993,197.06631,-0.071518,17.119,0.14308
1996,222.98405,-0.441412,19.308,0.49646
1997,232.35077,-0.063087,19.863,0.71658
1998,173.79675,-0.005463,20.471,3.95859
1999,188.77791,-0.17528,19.391,0.50448
2000,221.37085,-0.580347,19.753,0.52702
2002,188.80297,-0.060047,19.478,0.45318
2003,232.25595,-0.077719,19.52,0.54036
2004,207.85253,-0.417631,18.878,0.6695
2005,142.38966,0.345142,18.169,0.31855
2006,207.84855,-0.448004,21.311,2.83869
